Date,Close/Last,Volume,Open,High,Low
02/21/2023,$173.48,2713342,$175.12,$176.50,$173.32
02/17/2023,$177.30,2355409,$176.05,$177.61,$174.655
02/16/2023,$177.94,1899103,$179.48,$179.88,$177.68
02/15/2023,$180.67,1502075,$178.92,$180.74,$178.50
02/14/2023,$181.02,2326126,$180.31,$182.15,$178.79
02/13/2023,$181.33,3102548,$179.24,$181.3806,$178.28
02/10/2023,$179.25,2586245,$178.57,$179.73,$176.49
02/09/2023,$179.37,3557851,$179.15,$182.08,$178.48
02/08/2023,$179.00,2926547,$179.75,$180.10,$177.88
02/07/2023,$178.70,3526392,$175.05,$179.03,$174.7482
02/06/2023,$176.48,3397762,$176.74,$177.75,$175.69
02/03/2023,$178.86,5305060,$171.56,$180.40,$171.21
02/02/2023,$173.13,6895514,$174.16,$175.22,$171.08
02/01/2023,$173.61,3725218,$173.38,$175.12,$171.93
01/31/2023,$174.93,5170928,$172.91,$175.31,$171.895
01/30/2023,$172.66,10240660,$174.79,$177.86,$172.5108
01/27/2023,$172.31,13997340,$166.80,$175.5416,$165.50
01/26/2023,$155.88,3640253,$157.65,$158.2299,$154.285
01/25/2023,$156.77,2916452,$153.49,$157.055,$153.37
01/24/2023,$155.33,2348501,$154.00,$156.67,$152.6601
01/23/2023,$154.00,3608652,$152.00,$155.06,$151.55
01/20/2023,$151.60,3954780,$147.96,$151.78,$147.72
01/19/2023,$146.85,3852474,$146.61,$148.00,$144.20
01/18/2023,$150.42,2762417,$154.49,$154.7599,$150.3205
01/17/2023,$153.75,3073414,$155.54,$156.10,$153.37
01/13/2023,$155.76,2391262,$153.24,$156.25,$152.30
01/12/2023,$154.92,3322481,$154.76,$155.748,$152.40
01/11/2023,$153.92,3113699,$152.30,$154.11,$152.27
01/10/2023,$152.00,2198389,$150.51,$152.18,$149.28
01/09/2023,$150.40,3219406,$151.35,$152.445,$150.10
01/06/2023,$150.17,3077593,$147.74,$150.43,$145.48
01/05/2023,$146.43,2505858,$147.16,$148.72,$146.02
01/04/2023,$150.54,2620388,$148.56,$151.96,$148.56
01/03/2023,$147.12,2762338,$149.54,$150.45,$145.73
12/30/2022,$147.75,2247443,$146.01,$147.93,$145.73
12/29/2022,$147.32,1758641,$145.08,$147.62,$144.4001
12/28/2022,$144.01,1490160,$146.21,$146.82,$143.94
12/27/2022,$146.39,1858526,$147.29,$147.86,$145.67
12/23/2022,$147.02,1671830,$145.23,$147.1391,$144.52
12/22/2022,$145.31,2901666,$146.05,$146.70,$142.72
12/21/2022,$147.10,2107058,$147.06,$147.7777,$146.37
12/20/2022,$145.70,1607973,$144.99,$146.50,$144.25
12/19/2022,$145.01,2546222,$146.04,$146.74,$143.66
12/16/2022,$146.30,4510826,$148.59,$148.59,$144.15
12/15/2022,$150.22,4284799,$151.65,$152.28,$146.47
12/14/2022,$154.11,3556245,$157.57,$158.62,$153.84
12/13/2022,$157.52,3110544,$160.62,$161.55,$156.16
12/12/2022,$157.31,2773937,$154.26,$157.76,$154.00
12/09/2022,$153.90,1761275,$153.99,$155.14,$152.6168
12/08/2022,$154.12,1632502,$155.89,$156.42,$153.45
12/07/2022,$154.77,2879830,$154.56,$156.99,$154.3101
12/06/2022,$154.70,3285269,$155.75,$158.34,$153.321
12/05/2022,$156.08,3013097,$155.96,$159.445,$155.55
12/02/2022,$156.75,2285397,$155.22,$157.28,$155.00
12/01/2022,$157.50,2670351,$157.72,$158.87,$154.75
11/30/2022,$157.59,3914739,$153.84,$157.59,$151.4831
11/29/2022,$154.42,2655744,$150.96,$154.47,$150.525
11/28/2022,$150.87,1783271,$152.69,$153.78,$150.37
11/25/2022,$154.15,665794,$153.52,$154.47,$153.17
11/23/2022,$153.93,1404497,$153.83,$154.99,$152.88
11/22/2022,$154.58,2124751,$154.10,$155.145,$153.285
11/21/2022,$152.81,2003541,$152.25,$153.46,$151.89
11/18/2022,$152.50,2631321,$152.25,$153.76,$150.9375
11/17/2022,$150.64,2769983,$150.00,$151.0623,$149.22
11/16/2022,$152.57,2635283,$154.21,$155.91,$151.854
11/15/2022,$153.89,2917022,$156.96,$157.35,$152.32
11/14/2022,$154.13,3666615,$153.37,$156.50,$153.06
11/11/2022,$154.89,3714598,$156.49,$158.88,$154.70
11/10/2022,$154.75,4701614,$152.79,$155.79,$151.31
11/09/2022,$145.86,2425496,$149.47,$149.47,$145.66
11/08/2022,$150.20,3846057,$147.44,$151.34,$147.1375
11/07/2022,$146.98,2917984,$146.20,$147.54,$143.76
11/04/2022,$144.72,3322250,$142.40,$146.356,$141.00
11/03/2022,$139.31,3960528,$141.09,$142.20,$138.77
11/02/2022,$143.50,2852089,$146.58,$149.03,$143.3701
11/01/2022,$147.08,2675699,$149.96,$150.63,$146.63
10/31/2022,$148.45,3043149,$150.00,$150.30,$148.32
10/28/2022,$150.44,3383315,$146.56,$150.91,$146.05
10/27/2022,$146.97,2101525,$148.44,$149.71,$146.41
10/26/2022,$146.88,3560551,$147.56,$149.50,$146.47
10/25/2022,$147.02,3889104,$142.48,$147.44,$141.60
10/24/2022,$141.63,4299569,$141.30,$143.79,$140.37
10/21/2022,$140.04,11755400,$140.99,$141.32,$132.21
10/20/2022,$142.42,4319336,$144.00,$147.315,$142.15
10/19/2022,$143.97,2804054,$145.43,$147.07,$142.60
10/18/2022,$145.99,3963269,$146.13,$147.05,$143.55
10/17/2022,$141.54,3139254,$140.58,$142.22,$140.09
10/14/2022,$136.81,3873599,$142.96,$143.88,$136.14
10/13/2022,$141.55,5232724,$131.35,$142.55,$130.65
10/12/2022,$136.74,2397555,$137.31,$138.45,$136.11
10/11/2022,$137.35,2588904,$136.37,$139.21,$135.39
10/10/2022,$137.51,2893409,$140.01,$140.38,$136.65
10/07/2022,$139.00,2579628,$140.42,$141.29,$138.08
10/06/2022,$142.38,2526239,$143.05,$145.06,$142.13
10/05/2022,$144.37,2073878,$142.92,$145.29,$142.08
10/04/2022,$145.46,2408884,$143.03,$145.55,$143.03
10/03/2022,$140.02,2677118,$137.95,$140.77,$134.92
09/30/2022,$134.91,3717212,$137.40,$138.67,$134.615
09/29/2022,$137.79,2280921,$138.39,$138.95,$135.84
09/28/2022,$140.56,5269635,$138.50,$141.18,$136.52
09/27/2022,$137.49,2828818,$139.44,$140.38,$136.10
09/26/2022,$137.45,3808706,$140.04,$141.29,$136.695
09/23/2022,$140.26,3035586,$140.775,$141.96,$138.09
09/22/2022,$143.03,3249602,$148.82,$148.89,$142.465
09/21/2022,$148.71,2599851,$154.67,$154.81,$148.66
09/20/2022,$153.48,1725941,$153.58,$154.59,$152.13
09/19/2022,$155.36,2472633,$151.25,$155.48,$150.70
09/16/2022,$153.08,6527339,$154.08,$154.08,$150.51
09/15/2022,$156.13,2371603,$156.43,$158.79,$155.90
09/14/2022,$156.30,2840430,$156.18,$157.555,$153.50
09/13/2022,$155.35,3519831,$158.14,$159.81,$154.84
09/12/2022,$162.45,4146273,$159.50,$163.45,$159.34
09/09/2022,$158.44,3543560,$154.45,$158.59,$154.30
09/08/2022,$153.52,3399245,$150.92,$153.69,$149.515
09/07/2022,$152.25,1766424,$148.40,$152.70,$148.38
09/06/2022,$148.60,2797699,$150.00,$151.31,$146.55
09/02/2022,$149.79,2028573,$153.48,$153.98,$148.93
09/01/2022,$151.11,2425163,$150.82,$151.37,$147.65
08/31/2022,$152.00,3271569,$155.56,$156.37,$151.84
08/30/2022,$154.66,2104499,$155.64,$156.12,$152.90
08/29/2022,$154.54,2693612,$155.88,$156.51,$154.41
08/26/2022,$157.31,2373705,$163.21,$163.59,$157.19
08/25/2022,$162.23,1936300,$160.00,$162.33,$158.78
08/24/2022,$159.13,2029412,$157.03,$159.56,$156.29
08/23/2022,$157.33,2885214,$158.00,$159.60,$157.20
08/22/2022,$157.70,1969338,$158.98,$159.19,$156.98
08/19/2022,$162.24,1895447,$163.50,$163.93,$162.01
08/18/2022,$164.65,1397717,$163.93,$164.99,$163.335
08/17/2022,$163.90,1804125,$163.30,$164.48,$162.20
08/16/2022,$165.35,1876086,$165.00,$165.98,$163.96
08/15/2022,$165.40,1852804,$164.28,$166.06,$163.76
08/12/2022,$165.84,1942595,$164.47,$166.00,$163.28
08/11/2022,$162.99,1968206,$164.36,$164.9239,$162.18
08/10/2022,$162.44,3225372,$161.77,$164.21,$161.64
08/09/2022,$158.80,2997862,$157.64,$158.94,$157.27
08/08/2022,$157.28,3080917,$159.00,$160.79,$156.94
08/05/2022,$157.51,2513764,$156.48,$158.039,$156.00
08/04/2022,$156.87,3693423,$156.02,$157.71,$155.26
08/03/2022,$155.43,2609272,$154.07,$156.04,$153.31
08/02/2022,$151.60,2563111,$152.02,$153.30,$150.84
08/01/2022,$153.33,2295687,$152.84,$154.77,$151.802
07/29/2022,$154.02,3198134,$152.37,$154.38,$151.29
07/28/2022,$152.14,3587931,$151.76,$152.65,$147.54
07/27/2022,$151.63,5029067,$151.60,$152.72,$147.27
07/26/2022,$149.83,2812658,$152.73,$153.50,$148.84
07/25/2022,$153.79,4213808,$154.25,$154.78,$151.2134
07/22/2022,$153.01,9298440,$159.01,$160.88,$152.62
07/21/2022,$150.18,4683039,$148.21,$150.33,$146.445
07/20/2022,$148.93,2802253,$146.87,$149.10,$146.37
07/19/2022,$147.78,3372275,$144.40,$147.93,$144.40
07/18/2022,$142.33,3330344,$144.34,$146.05,$141.52
07/15/2022,$142.48,3296764,$139.71,$143.11,$138.87
07/14/2022,$136.48,4600268,$135.70,$137.24,$134.12
07/13/2022,$139.40,2753776,$136.84,$140.02,$136.36
07/12/2022,$139.18,4047613,$137.53,$141.89,$137.0601
07/11/2022,$140.58,2377876,$140.47,$142.31,$139.835
07/08/2022,$141.76,3631943,$141.74,$143.11,$139.72
07/07/2022,$141.03,4258109,$140.18,$142.17,$139.15
07/06/2022,$138.15,4401364,$139.29,$140.50,$137.85
07/05/2022,$139.65,4057491,$137.22,$139.65,$135.65
07/01/2022,$140.40,2625268,$138.07,$140.89,$137.47
06/30/2022,$138.62,4123483,$136.70,$139.87,$134.30
06/29/2022,$139.47,4164876,$141.65,$141.675,$138.45
06/28/2022,$142.19,2720704,$146.08,$149.51,$141.85
06/27/2022,$144.29,3151538,$147.99,$148.77,$143.95
06/24/2022,$146.15,8957200,$141.63,$146.27,$141.00
06/23/2022,$141.65,3915027,$144.52,$144.63,$139.47
06/22/2022,$144.39,3419621,$142.23,$146.35,$141.341
06/21/2022,$144.76,3518802,$148.70,$148.70,$144.16
06/17/2022,$144.18,10033580,$138.00,$145.5604,$137.59
06/16/2022,$137.50,4815069,$142.59,$142.60,$136.49
06/15/2022,$146.22,3327823,$146.69,$147.885,$143.44
06/14/2022,$144.60,3574754,$145.95,$147.40,$143.25
06/13/2022,$146.29,4156526,$149.86,$151.03,$145.38
06/10/2022,$154.42,2733681,$157.26,$157.875,$154.36
06/09/2022,$160.98,2274633,$166.22,$166.57,$160.93
06/08/2022,$165.96,2313907,$166.75,$168.64,$165.19
06/07/2022,$168.69,2083115,$164.64,$169.4826,$164.45
06/06/2022,$167.02,1486149,$169.10,$170.259,$166.27
06/03/2022,$166.83,1390842,$166.90,$168.04,$165.98
06/02/2022,$169.14,1707213,$166.14,$169.19,$165.93
06/01/2022,$165.76,2276376,$168.70,$169.3688,$163.84
05/31/2022,$168.82,4123507,$167.94,$170.78,$167.04
05/27/2022,$169.60,2157655,$167.08,$169.68,$166.04
05/26/2022,$165.37,2463957,$162.70,$166.77,$162.70
05/25/2022,$160.51,4380974,$157.14,$161.76,$156.075
05/24/2022,$155.63,2817844,$157.29,$157.97,$152.9232
05/23/2022,$159.04,2726581,$156.61,$159.56,$156.02
05/20/2022,$153.24,2982520,$154.35,$154.80,$149.71
05/19/2022,$154.00,2768341,$153.57,$156.46,$153.25
05/18/2022,$156.10,2697883,$160.79,$160.85,$155.40
05/17/2022,$161.85,2928066,$161.07,$162.7634,$158.40
05/16/2022,$156.43,2811534,$157.41,$158.74,$154.32
05/13/2022,$158.75,3625115,$155.96,$160.09,$155.88
05/12/2022,$153.27,5314843,$155.60,$157.155,$149.88
05/11/2022,$159.39,2644292,$161.73,$164.94,$159.04
05/10/2022,$161.83,3015024,$163.42,$164.73,$158.39
05/09/2022,$161.02,4485182,$165.03,$166.02,$160.38
05/06/2022,$167.15,3129999,$169.17,$169.99,$165.01
05/05/2022,$171.01,2987115,$176.64,$176.76,$169.33
05/04/2022,$177.82,2930417,$172.22,$178.17,$171.20
05/03/2022,$172.11,3152328,$173.00,$174.00,$170.325
05/02/2022,$171.62,3881837,$174.652,$174.88,$167.51
04/29/2022,$174.71,3210677,$180.09,$182.305,$174.33
04/28/2022,$181.98,2706061,$180.35,$183.89,$177.61
04/27/2022,$177.63,4085821,$177.66,$179.41,$175.50
04/26/2022,$178.65,3728056,$183.25,$183.91,$178.54
04/25/2022,$184.10,4408872,$179.98,$184.26,$177.99
04/22/2022,$180.54,4373711,$185.43,$185.55,$180.32
04/21/2022,$185.74,3973185,$190.94,$192.42,$184.5801
04/20/2022,$188.46,2256223,$188.33,$190.15,$187.64
04/19/2022,$187.17,2713778,$185.01,$188.0876,$184.71
04/18/2022,$184.48,2182651,$181.33,$185.89,$181.00
04/14/2022,$181.16,2667102,$179.27,$182.47,$178.68
04/13/2022,$179.59,2980783,$174.23,$180.02,$174.00
04/12/2022,$175.54,4348860,$176.57,$179.25,$174.7101
04/11/2022,$177.57,4816967,$181.06,$182.44,$177.25
04/08/2022,$183.70,3075707,$183.00,$186.72,$181.93
04/07/2022,$182.39,4062440,$181.52,$183.265,$179.11
04/06/2022,$183.71,3143308,$184.49,$184.87,$181.73
04/05/2022,$185.40,2974710,$187.49,$190.84,$184.80
04/04/2022,$187.66,2971519,$187.62,$188.50,$185.59
04/01/2022,$187.17,2646976,$188.20,$189.4158,$186.28
03/31/2022,$187.00,3801799,$189.53,$191.1087,$186.94
03/30/2022,$189.76,2278190,$191.39,$192.10,$188.40
03/29/2022,$190.94,2764127,$192.33,$194.00,$190.36
03/28/2022,$189.70,3043718,$189.95,$189.95,$186.29
03/25/2022,$190.28,1872175,$190.41,$191.26,$189.00
03/24/2022,$188.89,2424574,$186.61,$189.37,$185.70
03/23/2022,$186.02,3664595,$188.83,$189.62,$185.18
03/22/2022,$191.33,3006978,$190.50,$194.35,$190.06
03/21/2022,$189.09,3166169,$190.77,$191.50,$187.56
03/18/2022,$190.72,8744106,$188.69,$191.00,$184.84
03/17/2022,$186.97,6398861,$180.18,$187.71,$180.06
03/16/2022,$180.61,5239264,$179.18,$182.76,$176.30
03/15/2022,$176.04,3827346,$173.59,$178.295,$173.37
03/14/2022,$172.79,4614621,$171.33,$174.71,$169.71
03/11/2022,$167.90,3000007,$171.75,$172.31,$167.63
03/10/2022,$169.60,3841129,$165.59,$170.96,$164.83
03/09/2022,$168.65,4788406,$168.02,$170.73,$166.71
03/08/2022,$160.05,7058862,$160.52,$166.29,$155.72
03/07/2022,$159.13,7760413,$170.13,$170.755,$159.08
03/04/2022,$172.95,5349824,$176.62,$176.83,$170.8205
03/03/2022,$179.89,3339910,$182.11,$183.45,$178.73
03/02/2022,$180.31,4058834,$179.79,$182.24,$178.10
03/01/2022,$178.06,8562503,$194.67,$194.77,$176.77
02/28/2022,$194.54,5787757,$189.63,$195.13,$189.23
02/25/2022,$193.71,5426163,$189.66,$194.25,$189.46
02/24/2022,$188.35,5886604,$180.47,$188.50,$179.05
02/23/2022,$188.95,3562094,$194.35,$194.45,$188.55
02/22/2022,$192.44,3420575,$195.18,$196.15,$191.75
02/18/2022,$194.88,2806269,$194.92,$197.75,$194.20
02/17/2022,$195.71,3051685,$195.63,$197.38,$194.27
02/16/2022,$198.38,4122642,$197.50,$199.55,$197.24
02/15/2022,$197.98,4135150,$194.65,$198.36,$194.18
02/14/2022,$192.35,3841257,$192.26,$194.15,$190.92
02/11/2022,$191.81,4834921,$195.43,$197.20,$190.45
02/10/2022,$195.51,4511139,$196.36,$198.23,$194.61
02/09/2022,$196.40,4614173,$194.30,$198.72,$194.30
02/08/2022,$194.00,5133918,$188.08,$194.53,$187.61
02/07/2022,$187.87,3260818,$185.63,$188.91,$184.75
02/04/2022,$185.85,4075775,$184.91,$188.68,$184.18
02/03/2022,$184.04,3381027,$184.80,$185.80,$182.3201
02/02/2022,$184.16,2841396,$182.51,$184.58,$181.64
02/01/2022,$183.54,3471202,$179.92,$184.04,$179.00
01/31/2022,$179.82,5524258,$175.91,$180.13,$175.22
01/28/2022,$177.06,4271532,$171.76,$177.21,$169.77
01/27/2022,$171.90,3651426,$176.70,$178.20,$170.63
01/26/2022,$175.32,8257282,$176.95,$179.2247,$173.03
01/25/2022,$173.11,13320820,$166.14,$174.4696,$159.66
01/24/2022,$158.93,5406501,$155.82,$159.45,$152.85
01/21/2022,$158.74,3779077,$159.95,$161.8799,$157.68
01/20/2022,$160.92,4205598,$161.12,$164.57,$159.462
01/19/2022,$161.39,3591955,$166.73,$166.73,$161.17
01/18/2022,$166.17,4336587,$167.91,$168.94,$164.84
01/14/2022,$168.40,6508504,$168.71,$168.71,$164.71
01/13/2022,$173.29,3808846,$174.92,$176.375,$172.85
01/12/2022,$174.47,3224454,$176.23,$176.82,$174.17
01/11/2022,$175.38,2762834,$174.54,$175.72,$172.49
01/10/2022,$173.74,4269577,$176.21,$176.21,$170.50
01/07/2022,$174.38,3043017,$172.49,$175.36,$171.8601
01/06/2022,$172.90,2649471,$172.54,$173.69,$169.75
01/05/2022,$171.76,4491937,$174.71,$176.31,$171.50
01/04/2022,$173.61,4799729,$169.72,$174.05,$169.60
01/03/2022,$168.21,3126302,$164.51,$168.40,$164.40
12/31/2021,$163.60,1743680,$164.10,$165.17,$163.25
12/30/2021,$164.16,1633032,$164.62,$165.80,$164.00
12/29/2021,$163.83,2082161,$164.62,$164.93,$163.26
12/28/2021,$164.41,2035328,$163.60,$166.13,$163.60
12/27/2021,$164.39,1688149,$165.00,$165.00,$162.5301
12/23/2021,$164.19,3140482,$163.86,$166.3963,$163.59
12/22/2021,$162.47,2877654,$160.53,$163.17,$160.45
12/21/2021,$160.91,3722732,$157.75,$161.05,$157.5201
12/20/2021,$155.89,3839553,$157.00,$158.21,$153.78
12/17/2021,$160.01,9581837,$161.00,$161.315,$156.95
12/16/2021,$163.00,4900140,$164.00,$165.18,$161.90
12/15/2021,$162.24,5012982,$162.71,$163.05,$158.53
12/14/2021,$162.85,2964201,$162.14,$165.26,$161.06
12/13/2021,$163.30,3477606,$166.40,$166.40,$161.9937
12/10/2021,$167.03,2768512,$169.38,$170.58,$165.96
12/09/2021,$168.02,2245342,$167.85,$168.8299,$166.55
12/08/2021,$168.93,4042446,$167.98,$170.54,$167.28
12/07/2021,$166.95,5124476,$164.50,$169.16,$164.16
12/06/2021,$160.68,4141873,$159.07,$162.74,$158.05
12/03/2021,$155.94,4069252,$158.08,$158.33,$153.63
12/02/2021,$156.77,6289250,$151.68,$157.91,$151.46
12/01/2021,$150.06,6159348,$156.10,$157.07,$149.89
11/30/2021,$152.30,7444938,$155.09,$155.87,$151.70
11/29/2021,$157.86,6258548,$160.75,$161.41,$154.3401
11/26/2021,$156.82,6804152,$165.09,$165.24,$154.495
11/24/2021,$171.61,3590757,$168.48,$171.98,$167.90
11/23/2021,$170.85,5890532,$171.30,$171.95,$167.83
11/22/2021,$170.90,4653291,$174.99,$175.25,$170.89
11/19/2021,$173.54,4456843,$173.73,$175.265,$171.84
11/18/2021,$176.21,4015517,$180.00,$180.37,$175.84
11/17/2021,$179.61,3543517,$181.18,$181.74,$178.20
11/16/2021,$180.92,3299192,$183.40,$183.40,$179.74
11/15/2021,$183.13,1748578,$182.53,$183.93,$182.04
11/12/2021,$181.89,2390445,$180.71,$182.38,$179.65
11/11/2021,$181.30,2120041,$181.99,$182.73,$180.74
11/10/2021,$181.39,3296683,$179.36,$183.48,$179.36
11/09/2021,$179.86,3203346,$179.76,$181.19,$178.43
11/08/2021,$180.05,3391950,$178.07,$182.09,$177.79
11/05/2021,$176.69,3935961,$176.18,$177.79,$175.35
11/04/2021,$172.53,3315441,$172.13,$174.02,$171.66
11/03/2021,$172.61,3831399,$172.70,$173.83,$171.75
11/02/2021,$173.17,3252942,$175.00,$175.20,$172.57
11/01/2021,$174.21,2250438,$174.58,$176.07,$173.34
10/29/2021,$173.78,3455385,$175.63,$176.67,$173.04
10/28/2021,$174.61,4865738,$178.40,$179.2271,$173.02
10/27/2021,$178.03,3309864,$180.10,$183.73,$177.91
10/26/2021,$180.95,3832409,$183.42,$183.50,$177.52
10/25/2021,$182.31,3889567,$186.73,$187.21,$181.83
10/22/2021,$187.08,6026087,$185.00,$189.03,$182.20
10/21/2021,$177.47,3313778,$179.58,$179.79,$176.01
10/20/2021,$179.60,2398543,$176.95,$179.77,$176.21
10/19/2021,$177.31,1400085,$177.73,$178.00,$176.26
10/18/2021,$176.82,2623346,$175.58,$177.605,$174.33
10/15/2021,$175.81,3043939,$173.77,$177.77,$173.15
10/14/2021,$171.51,3062078,$171.00,$172.38,$169.81
10/13/2021,$168.72,5608682,$172.78,$174.0861,$167.08
10/12/2021,$174.91,3069585,$173.61,$176.56,$173.10
10/11/2021,$173.46,2499347,$175.79,$176.79,$173.33
10/08/2021,$175.15,2375299,$173.85,$176.98,$173.53
10/07/2021,$174.29,3578801,$175.50,$176.8681,$173.70
10/06/2021,$173.40,2922239,$172.55,$174.90,$169.90
10/05/2021,$174.76,2629648,$173.43,$176.06,$172.64
10/04/2021,$172.66,3613872,$173.88,$177.23,$171.88
10/01/2021,$173.94,3956002,$168.50,$175.12,$168.48
09/30/2021,$167.53,3091993,$172.18,$172.36,$167.41
09/29/2021,$171.54,2726147,$172.89,$172.98,$170.40
09/28/2021,$173.14,3862445,$175.49,$177.24,$172.685
09/27/2021,$176.77,3703294,$177.67,$178.80,$176.33
09/24/2021,$175.72,2680362,$173.37,$176.00,$173.30
09/23/2021,$173.36,4399234,$169.49,$174.10,$169.31
09/22/2021,$167.49,3562920,$165.62,$168.62,$164.90
09/21/2021,$163.27,3480657,$161.91,$165.35,$161.69
09/20/2021,$160.57,5976863,$159.36,$162.14,$157.95
09/17/2021,$163.92,6395518,$161.57,$164.25,$161.57
09/16/2021,$162.63,2764960,$163.10,$164.50,$162.20
09/15/2021,$161.34,2933104,$160.02,$162.31,$159.21
09/14/2021,$159.48,4281618,$162.68,$165.83,$158.78
09/13/2021,$161.45,3192472,$160.64,$161.80,$159.75
09/10/2021,$158.72,2943665,$161.17,$161.46,$158.39
09/09/2021,$159.39,3295869,$158.78,$162.15,$158.54
09/08/2021,$158.93,3057036,$159.19,$159.26,$156.80
09/07/2021,$159.72,3779455,$158.87,$160.66,$158.57
09/03/2021,$159.30,4207482,$160.75,$161.282,$158.165
09/02/2021,$162.05,4350746,$165.05,$165.08,$161.14
09/01/2021,$164.44,2569133,$166.34,$167.275,$164.13
08/31/2021,$165.96,3536411,$164.10,$166.43,$163.7181
08/30/2021,$164.26,2582193,$168.16,$168.30,$164.21
08/27/2021,$168.65,3002548,$165.35,$168.89,$165.16
08/26/2021,$165.51,3164701,$165.97,$166.50,$164.38
08/25/2021,$166.18,3580170,$161.88,$167.23,$160.50
08/24/2021,$161.20,2377641,$160.60,$161.90,$160.19
08/23/2021,$160.45,2006541,$161.23,$161.85,$160.11
08/20/2021,$159.75,3074990,$158.85,$159.99,$158.06
08/19/2021,$159.03,4256385,$160.16,$161.0886,$157.33
08/18/2021,$162.13,3563667,$163.83,$165.14,$162.06
08/17/2021,$164.65,7631605,$164.76,$166.35,$163.35
08/16/2021,$165.75,3847993,$164.77,$165.895,$162.63
08/13/2021,$166.08,4157675,$168.09,$168.30,$165.61
08/12/2021,$168.52,3373007,$170.02,$170.11,$167.97
08/11/2021,$170.67,3843380,$169.45,$170.73,$168.67
08/10/2021,$169.49,3389706,$170.73,$171.70,$168.675
08/09/2021,$170.78,2560525,$170.35,$171.12,$168.79
08/06/2021,$171.36,2828724,$170.53,$172.85,$169.74
08/05/2021,$169.63,2535484,$168.66,$170.53,$168.3201
08/04/2021,$168.06,3544432,$168.30,$170.4399,$167.32
08/03/2021,$169.04,3642023,$169.75,$170.29,$165.30
08/02/2021,$169.27,2895656,$171.14,$173.36,$168.76
07/30/2021,$170.53,3442209,$172.32,$173.24,$169.815
07/29/2021,$171.95,3186903,$171.39,$173.815,$171.00
07/28/2021,$170.02,7961672,$173.00,$173.45,$169.71
07/27/2021,$172.94,7922826,$170.46,$175.12,$169.96
07/26/2021,$172.61,3115863,$173.25,$175.43,$172.30
07/23/2021,$173.18,6326617,$176.53,$179.67,$172.95
07/22/2021,$170.90,3335940,$172.25,$173.209,$169.05
07/21/2021,$172.51,3384776,$170.74,$173.62,$169.74
07/20/2021,$168.87,4243662,$162.94,$169.58,$162.57
07/19/2021,$162.81,6739752,$165.65,$166.38,$161.48
07/16/2021,$170.01,4359817,$173.74,$173.79,$169.54
07/15/2021,$172.85,3448298,$171.14,$173.26,$171.10
07/14/2021,$172.52,3123051,$172.86,$174.55,$171.01
07/13/2021,$172.62,2674962,$174.00,$174.74,$172.42
07/12/2021,$173.60,3154068,$170.07,$174.10,$169.8801
07/09/2021,$171.94,3175192,$170.00,$172.31,$169.21
07/08/2021,$167.50,4628410,$166.95,$170.04,$165.59
07/07/2021,$170.98,3998915,$169.60,$174.76,$169.38
07/06/2021,$169.56,4688149,$172.54,$172.54,$167.80
07/02/2021,$168.50,2029377,$167.70,$168.98,$167.01
07/01/2021,$166.94,2685879,$165.65,$167.37,$164.69
06/30/2021,$165.23,2331836,$163.70,$166.16,$163.70
06/29/2021,$164.25,2785869,$165.57,$166.32,$163.23
06/28/2021,$164.78,3433417,$168.62,$168.845,$163.20
06/25/2021,$169.45,9185989,$168.45,$170.41,$168.45
06/24/2021,$168.21,2417124,$167.055,$168.58,$166.41
06/23/2021,$166.02,2327649,$165.03,$166.86,$164.79
06/22/2021,$164.50,2697851,$163.42,$165.24,$162.46
06/21/2021,$164.90,3681406,$160.08,$165.21,$159.13
06/18/2021,$158.17,6900458,$158.70,$159.67,$157.25
06/17/2021,$162.13,4194569,$165.97,$165.9971,$160.53
06/16/2021,$164.68,3281606,$165.78,$166.65,$164.27
06/15/2021,$166.27,3726439,$163.93,$166.90,$163.80
06/14/2021,$163.81,2125719,$164.30,$164.88,$163.11
06/11/2021,$164.51,1630124,$163.00,$164.54,$162.51
06/10/2021,$162.23,3024778,$165.18,$165.21,$162.12
06/09/2021,$164.09,2700099,$165.27,$166.14,$163.80
06/08/2021,$166.51,2486506,$164.86,$167.14,$163.63
06/07/2021,$165.92,2516443,$165.63,$166.65,$165.37
06/04/2021,$165.00,3239263,$165.00,$165.73,$163.32
06/03/2021,$164.52,2454835,$163.68,$165.42,$162.82
06/02/2021,$164.12,3384656,$164.61,$165.69,$163.32
06/01/2021,$163.76,3827978,$162.51,$164.11,$161.55
05/28/2021,$160.13,2437025,$160.26,$160.635,$158.86
05/27/2021,$159.74,2828368,$159.98,$160.29,$158.85
05/26/2021,$158.58,3731658,$158.16,$159.38,$157.37
05/25/2021,$158.01,2484248,$159.07,$160.08,$157.74
05/24/2021,$158.64,1956937,$157.70,$158.905,$156.95
05/21/2021,$156.87,3424122,$156.70,$158.81,$156.3459
05/20/2021,$155.53,3031135,$155.47,$156.251,$153.93
05/19/2021,$154.73,3527061,$152.07,$154.775,$151.72
05/18/2021,$154.99,2417796,$157.36,$158.30,$154.86
05/17/2021,$156.86,1541383,$157.05,$157.3751,$155.88
05/14/2021,$157.15,1892786,$155.39,$157.935,$154.53
05/13/2021,$154.08,2269772,$152.41,$154.81,$151.81
05/12/2021,$152.30,3487353,$154.72,$155.90,$152.07
05/11/2021,$154.43,3900087,$156.46,$157.79,$153.65
