Date,Close/Last,Volume,Open,High,Low
11/21/2022,$51.3599,4137,$51.1599,$51.80,$51.1599
11/18/2022,$50.8999,4133,$50.65,$51.96,$50.65
11/17/2022,$51.07,43712,$50.9099,$52.00,$50.85
11/16/2022,$52.2299,3438,$51.375,$52.35,$51.3299
11/15/2022,$51.00,1142,$51.5899,$51.5899,$51.00
11/14/2022,$51.6499,5019,$51.4699,$52.20,$51.4699
11/11/2022,$50.50,6887,$50.45,$51.40,$50.30
11/10/2022,$50.45,7289,$51.00,$51.00,$50.0499
11/09/2022,$49.1499,2170,$49.5499,$50.55,$49.05
11/08/2022,$49.03,2651,$49.05,$49.05,$48.83
11/07/2022,$48.5999,6760,$48.7999,$49.60,$48.3999
11/04/2022,$49.1499,1906,$48.8999,$50.40,$48.8999
11/03/2022,$47.9499,4028,$47.9499,$49.11,$47.9499
11/02/2022,$48.70,4304,$48.70,$49.90,$48.70
11/01/2022,$48.9499,1269,$49.85,$50.65,$48.9499
10/31/2022,$49.05,7981,$49.50,$50.40,$49.05
10/28/2022,$49.50,15149,$49.45,$51.00,$49.25
10/27/2022,$49.2699,4098,$48.2999,$50.30,$48.20
10/26/2022,$47.8999,1441,$47.9499,$48.78,$47.8999
10/25/2022,$47.7499,2451,$47.75,$48.65,$47.41
10/24/2022,$48.62,7552,$47.75,$48.72,$47.268
10/21/2022,$46.3499,3628,$45.75,$47.10,$45.75
10/20/2022,$45.9999,1953,$46.55,$47.65,$45.9499
10/19/2022,$46.20,2906,$47.0499,$48.20,$46.20
10/18/2022,$47.1999,57665,$47.2074,$47.77,$47.1999
10/17/2022,$46.75,7940,$47.30,$48.35,$46.75
10/14/2022,$47.50,6805,$47.0499,$47.95,$46.1499
10/13/2022,$46.55,8146,$46.10,$46.55,$45.2749
10/12/2022,$45.6499,12292,$46.18,$46.18,$45.25
10/11/2022,$46.14,2187,$46.3499,$46.84,$46.07
10/10/2022,$45.6499,4988,$45.59,$47.05,$45.59
10/07/2022,$45.45,3215,$46.90,$46.90,$45.45
10/06/2022,$46.26,3356,$46.85,$46.85,$46.26
10/05/2022,$47.25,2710,$47.36,$47.36,$47.15
10/04/2022,$48.02,1432,$48.02,$49.25,$48.02
10/03/2022,$46.56,6580,$46.705,$46.97,$46.40
09/30/2022,$45.76,15793,$49.34,$49.34,$45.60
09/29/2022,$45.77,19308,$47.78,$47.78,$45.61
09/28/2022,$44.84,3238,$44.31,$44.84,$44.15
09/27/2022,$45.01,2425,$46.36,$46.36,$45.01
09/26/2022,$46.30,5015,$47.57,$47.57,$46.11
09/23/2022,$48.3901,82043,$47.51,$49.14,$46.51
09/22/2022,$49.30,6204,$48.71,$50.26,$48.71
09/21/2022,$47.86,2048,$48.13,$48.30,$47.86
09/20/2022,$48.21,1504,$48.15,$50.92,$48.15
09/19/2022,$50.94,6658,$50.25,$50.94,$48.44
09/16/2022,$47.81,3478,$50.55,$50.55,$47.81
09/15/2022,$47.96,2277,$49.01,$51.64,$47.96
09/14/2022,$50.375,24540,$49.91,$50.375,$49.56
09/13/2022,$53.44,1180,$50.94,$53.44,$50.94
09/12/2022,$51.44,6519,$53.28,$53.28,$51.44
09/09/2022,$50.16,8689,$49.41,$53.14,$49.41
09/08/2022,$49.66,3207,$48.96,$50.34,$48.96
09/07/2022,$49.11,630,$49.11,$49.11,$49.11
09/06/2022,$51.88,7545,$48.36,$52.04,$48.36
09/02/2022,$53.60,6202,$53.41,$53.60,$50.82
09/01/2022,$50.41,4560,$50.89,$52.44,$50.41
08/31/2022,$52.52,2611,$52.86,$52.86,$52.36
08/30/2022,$50.45,6003,$50.61,$54.07,$50.45
08/29/2022,$50.48,3540,$54.22,$54.22,$50.48
08/26/2022,$51.41,1486,$54.09,$54.09,$51.41
08/25/2022,$54.43,1046,$54.43,$54.43,$52.50
08/24/2022,$53.4672,1746,$51.96,$53.4672,$51.96
08/23/2022,$51.66,573,$51.66,$51.66,$51.66
08/22/2022,$53.11,3579,$53.22,$53.22,$52.64
08/19/2022,$54.36,3920,$53.73,$54.61,$53.73
08/18/2022,$53.93,631,$53.92,$54.69,$53.92
08/17/2022,$54.06,10635,$54.06,$54.06,$54.06
08/16/2022,$54.30,891,$54.11,$54.30,$54.11
08/15/2022,$55.30,1971,$55.30,$55.30,$53.76
08/12/2022,$54.275,7676,$53.41,$55.34,$53.41
08/11/2022,$54.80,2282,$54.51,$55.99,$54.51
08/10/2022,$53.87,628,$54.56,$54.56,$53.87
08/09/2022,$53.77,681,$53.77,$54.73,$53.77
08/08/2022,$54.16,2599,$55.84,$56.00,$54.16
08/05/2022,$53.95,6588,$53.95,$55.65,$53.95
08/04/2022,$54.52,1564,$54.51,$56.01,$54.51
08/03/2022,$53.92,15509,$53.56,$55.19,$53.56
08/02/2022,$54.60,35217,$54.40,$55.96,$54.40
08/01/2022,$56.08,4529,$56.08,$56.24,$54.48
07/29/2022,$54.08,3106,$55.70,$55.82,$54.08
07/28/2022,$53.90,2560,$53.84,$54.70,$53.84
07/27/2022,$57.02,1497,$53.33,$57.02,$53.33
07/26/2022,$53.86,3775,$53.66,$57.52,$53.66
07/25/2022,$56.34,19472,$54.66,$56.34,$54.66
07/22/2022,$53.99,47912,$53.99,$55.65,$53.83
07/21/2022,$55.23,934,$53.17,$55.23,$53.17
07/20/2022,$53.66,5678,$53.66,$53.80,$53.66
07/19/2022,$54.21,3592,$55.36,$56.90,$54.21
07/18/2022,$54.24,7716,$55.378,$56.05,$52.41
07/15/2022,$53.995,8457,$53.78,$54.46,$53.78
07/14/2022,$52.80,2409,$53.01,$53.14,$52.80
07/13/2022,$53.61,903,$53.54,$53.61,$53.54
07/12/2022,$55.23,4802,$54.90,$55.23,$54.61
07/11/2022,$53.50,6076,$53.35,$54.01,$53.30
07/08/2022,$54.36,1582,$54.07,$54.36,$54.07
07/07/2022,$53.885,1224,$53.95,$54.225,$53.885
07/06/2022,$53.23,29675,$54.50,$54.60,$53.23
07/05/2022,$53.10,3400,$55.93,$55.93,$52.96
07/01/2022,$54.13,4355,$54.13,$56.73,$54.13
06/30/2022,$54.40,2571,$56.24,$56.24,$54.13
06/29/2022,$54.35,2528,$54.35,$56.41,$54.35
06/28/2022,$56.33,3482,$55.28,$56.33,$55.22
06/27/2022,$56.73,2608,$54.73,$56.73,$54.73
06/24/2022,$54.13,1981,$53.50,$54.13,$53.50
06/23/2022,$53.325,4920,$52.10,$54.55,$51.94
06/22/2022,$52.69,7195,$52.44,$52.88,$52.28
06/21/2022,$53.44,5859,$53.44,$55.49,$53.44
06/17/2022,$52.92,2084,$52.91,$55.81,$52.91
06/16/2022,$52.92,3835,$51.90,$53.35,$51.90
06/15/2022,$51.53,4385,$52.50,$52.50,$51.53
06/14/2022,$52.37,9910,$54.13,$54.13,$52.29
06/13/2022,$53.99,1676,$56.78,$56.78,$53.99
06/10/2022,$54.45,4883,$55.51,$55.51,$54.45
06/09/2022,$55.59,840,$55.59,$55.59,$55.59
06/08/2022,$56.84,324,$56.84,$56.84,$56.84
06/07/2022,$61.12,N/A,$61.12,$61.12,$61.12
06/06/2022,$61.12,1063,$61.20,$61.20,$61.12
06/03/2022,$60.07,1124,$61.60,$61.60,$59.95
06/02/2022,$60.81,429423,$59.58,$60.81,$59.58
06/01/2022,$59.06,2621,$58.64,$59.14,$58.64
05/31/2022,$58.95,518,$58.37,$58.95,$58.37
05/27/2022,$58.575,40357,$58.55,$58.575,$58.23
05/26/2022,$58.16,1041,$58.24,$58.24,$58.16
05/25/2022,$58.59,1516,$58.59,$58.59,$58.59
05/24/2022,$55.83,N/A,$55.83,$55.83,$55.83
05/23/2022,$55.83,N/A,$55.83,$55.83,$55.83
05/20/2022,$55.83,4344,$58.088,$59.58,$55.83
05/19/2022,$55.71,2937,$55.71,$55.71,$55.71
05/18/2022,$57.22,N/A,$57.22,$57.22,$57.22
05/17/2022,$57.22,N/A,$57.22,$57.22,$57.22
05/16/2022,$57.22,1458,$58.97,$58.97,$57.14
05/13/2022,$56.40,N/A,$56.40,$56.40,$56.40
05/12/2022,$56.40,5238,$56.40,$56.40,$56.40
05/11/2022,$57.11,2678,$58.3467,$58.3467,$57.11
05/10/2022,$58.26,311,$58.26,$58.26,$58.26
05/09/2022,$59.04,186,$59.04,$59.04,$59.04
05/06/2022,$58.99,2066,$58.99,$58.99,$58.99
05/05/2022,$58.38,373,$58.38,$58.38,$58.38
05/04/2022,$59.62,N/A,$59.62,$59.62,$59.62
05/03/2022,$59.62,1937,$61.24,$61.24,$59.59
05/02/2022,$59.14,578,$59.14,$59.14,$59.14
04/29/2022,$60.27,116,$60.27,$60.27,$60.27
04/28/2022,$60.93,N/A,$60.93,$60.93,$60.93
04/27/2022,$60.93,N/A,$60.93,$60.93,$60.93
04/26/2022,$60.93,N/A,$60.93,$60.93,$60.93
04/25/2022,$60.93,1288,$60.85,$60.93,$60.85
04/22/2022,$60.08,954,$60.00,$60.08,$60.00
04/21/2022,$60.30,3291,$60.075,$60.30,$60.075
04/20/2022,$60.90,937,$60.90,$60.90,$60.90
04/19/2022,$56.27,3967,$56.27,$56.27,$56.27
04/18/2022,$55.81,251,$55.81,$55.81,$55.81
04/14/2022,$55.99,170,$55.99,$55.99,$55.99
04/13/2022,$54.99,391,$54.99,$54.99,$54.99
04/12/2022,$55.4901,2687,$55.676,$55.955,$55.4901
04/11/2022,$55.82,303,$55.82,$55.82,$55.82
04/08/2022,$56.48,1255,$56.72,$56.72,$56.48
04/07/2022,$54.35,N/A,$54.35,$54.35,$54.35
04/06/2022,$54.35,N/A,$54.35,$54.35,$54.35
04/05/2022,$54.35,482,$54.35,$54.35,$54.35
04/04/2022,$56.77,3379,$56.77,$56.77,$56.77
04/01/2022,$55.64,N/A,$55.64,$55.64,$55.64
03/31/2022,$55.64,N/A,$55.64,$55.64,$55.64
03/30/2022,$55.64,2972,$55.68,$55.68,$55.64
03/29/2022,$57.43,N/A,$57.43,$57.43,$57.43
03/28/2022,$57.43,149,$57.43,$57.43,$57.43
03/25/2022,$54.25,1201,$54.33,$54.33,$54.25
03/24/2022,$55.22,N/A,$55.22,$55.22,$55.22
03/23/2022,$55.22,138,$55.22,$55.22,$55.22
03/22/2022,$56.39,819,$56.39,$56.39,$56.39
03/21/2022,$56.03,790,$57.18,$57.18,$56.03
03/18/2022,$59.35,2301,$59.35,$59.35,$59.35
03/17/2022,$57.925,N/A,$57.925,$57.925,$57.925
03/16/2022,$57.925,N/A,$57.925,$57.925,$57.925
03/15/2022,$57.925,198,$57.925,$57.925,$57.925
03/14/2022,$57.13,754,$57.98,$57.98,$57.13
03/11/2022,$55.90,N/A,$55.90,$55.90,$55.90
03/10/2022,$55.90,6934,$56.00,$56.00,$55.82
03/09/2022,$55.61,8577,$54.87,$55.61,$54.87
03/08/2022,$52.40,2276,$52.40,$52.40,$52.40
03/07/2022,$52.51,223,$52.51,$52.51,$52.51
03/04/2022,$53.97,2237,$53.50,$53.97,$53.50
03/03/2022,$56.45,2220,$57.00,$57.00,$56.45
03/02/2022,$58.0099,200,$58.0099,$58.0099,$58.0099
03/01/2022,$59.734,N/A,$59.734,$59.734,$59.734
02/28/2022,$59.734,548,$59.734,$59.734,$59.734
02/25/2022,$62.73,633,$63.62,$63.62,$62.73
02/24/2022,$65.69,N/A,$65.69,$65.69,$65.69
02/23/2022,$65.69,1563,$65.61,$65.69,$65.61
02/22/2022,$60.88,N/A,$60.88,$60.88,$60.88
02/18/2022,$60.88,N/A,$60.88,$60.88,$60.88
02/17/2022,$60.88,583,$61.63,$61.63,$60.88
02/16/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/15/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/14/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/11/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/10/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/09/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/08/2022,$62.43,N/A,$62.43,$62.43,$62.43
02/07/2022,$62.43,1328,$62.55,$62.55,$62.43
02/04/2022,$63.46,N/A,$63.46,$63.46,$63.46
02/03/2022,$63.46,N/A,$63.46,$63.46,$63.46
02/02/2022,$63.46,N/A,$63.46,$63.46,$63.46
02/01/2022,$63.46,508,$63.46,$63.46,$63.46
01/31/2022,$63.12,404,$63.24,$63.24,$63.12
01/28/2022,$63.5942,N/A,$63.5942,$63.5942,$63.5942
01/27/2022,$63.5942,93550,$63.5942,$63.5942,$63.5942
01/26/2022,$62.76,895,$64.82,$64.82,$62.76
01/25/2022,$62.98,N/A,$62.98,$62.98,$62.98
01/24/2022,$62.98,1331,$63.80,$63.80,$62.93
01/21/2022,$65.60,1311,$65.60,$65.60,$65.60
01/20/2022,$64.02,267,$64.02,$64.02,$64.02
01/19/2022,$65.41,N/A,$65.41,$65.41,$65.41
01/18/2022,$65.41,2556,$65.47,$65.47,$65.41
01/14/2022,$67.09,156,$67.09,$67.09,$67.09
01/13/2022,$67.19,386,$67.19,$67.19,$67.19
01/12/2022,$64.8465,110,$64.8465,$64.8465,$64.8465
01/11/2022,$64.3975,N/A,$64.3975,$64.3975,$64.3975
01/10/2022,$64.3975,14037,$65.81,$65.89,$64.3975
01/07/2022,$63.95,734,$63.87,$63.95,$63.87
01/06/2022,$65.07,493,$65.07,$65.07,$65.07
01/05/2022,$62.70,884,$63.9787,$63.9787,$62.70
01/04/2022,$63.77,N/A,$63.77,$63.77,$63.77
01/03/2022,$63.77,56816,$63.82,$63.82,$63.77
12/31/2021,$62.1856,N/A,$62.1856,$62.1856,$62.1856
12/30/2021,$62.1856,1769,$62.1856,$62.1856,$62.1856
12/29/2021,$61.15,2892,$61.15,$61.15,$61.15
12/28/2021,$63.28,N/A,$63.28,$63.28,$63.28
12/27/2021,$63.28,909,$63.30,$63.30,$63.28
12/23/2021,$61.326,590,$59.93,$61.326,$59.93
12/22/2021,$60.4948,4261,$60.4948,$60.4948,$60.4948
12/21/2021,$58.73,1707,$59.2725,$59.2725,$58.6501
12/20/2021,$60.77,240,$60.77,$60.77,$60.77
12/17/2021,$62.24,397,$62.24,$62.24,$62.24
12/16/2021,$61.145,960,$61.145,$61.145,$61.145
12/15/2021,$57.88,2435,$59.699,$59.699,$57.88
12/14/2021,$58.39,1666,$58.36,$58.39,$58.28
12/13/2021,$58.21,429,$58.36,$58.36,$58.21
12/10/2021,$59.79,768,$59.75,$59.79,$59.75
12/09/2021,$60.10,951,$58.84,$60.10,$58.84
12/08/2021,$59.95,1441,$60.495,$60.495,$59.93
12/07/2021,$59.17,2168,$58.99,$59.63,$58.99
12/06/2021,$58.93,527,$60.60,$60.60,$58.93
12/03/2021,$58.50,250,$58.50,$58.50,$58.50
12/02/2021,$60.57,178,$60.57,$60.57,$60.57
12/01/2021,$58.48,1779,$58.98,$59.00,$58.48
11/30/2021,$59.06,19320,$59.4875,$59.4875,$58.88
11/29/2021,$61.275,499,$61.275,$61.275,$61.275
11/26/2021,$62.8325,N/A,$62.8325,$62.8325,$62.8325
11/24/2021,$62.8325,2507,$63.0035,$63.0035,$62.77
11/23/2021,$64.115,236,$64.115,$64.115,$64.115
11/22/2021,$63.67,4800,$63.3979,$63.67,$63.3979
11/19/2021,$63.34,2013,$63.29,$63.34,$63.29
11/18/2021,$64.28,943,$63.40,$64.66,$63.40
11/17/2021,$64.30,N/A,$64.30,$64.30,$64.30
11/16/2021,$64.30,239,$64.30,$64.30,$64.30
11/15/2021,$66.11,N/A,$66.11,$66.11,$66.11
11/12/2021,$66.11,2261,$66.11,$66.11,$66.11
11/11/2021,$66.1954,794,$66.1954,$66.6997,$66.1954
11/10/2021,$66.41,443,$66.51,$66.51,$66.41
11/09/2021,$66.2065,70531,$66.20,$66.68,$66.20
11/08/2021,$65.65,959,$65.935,$66.10,$65.65
11/05/2021,$66.11,1948,$66.33,$66.33,$66.11
11/04/2021,$66.12,N/A,$66.12,$66.12,$66.12
11/03/2021,$66.12,213,$66.12,$66.12,$66.12
11/02/2021,$66.3157,906,$66.3157,$66.3157,$66.3157
11/01/2021,$64.9864,N/A,$64.9864,$64.9864,$64.9864
10/29/2021,$64.9864,703,$65.05,$65.05,$64.9864
10/28/2021,$64.98,1054,$65.95,$65.95,$64.98
10/27/2021,$64.6937,3293,$64.6937,$64.6937,$64.6937
10/26/2021,$66.08,N/A,$66.08,$66.08,$66.08
10/25/2021,$66.08,1246,$66.08,$66.08,$66.08
10/22/2021,$64.48,N/A,$64.48,$64.48,$64.48
10/21/2021,$64.48,N/A,$64.48,$64.48,$64.48
10/20/2021,$64.48,N/A,$64.48,$64.48,$64.48
10/19/2021,$64.48,3720,$64.6338,$64.6338,$64.48
10/18/2021,$67.67,N/A,$67.67,$67.67,$67.67
10/15/2021,$67.67,N/A,$67.67,$67.67,$67.67
10/14/2021,$67.67,20341,$67.35,$67.67,$67.35
10/13/2021,$65.75,N/A,$65.75,$65.75,$65.75
10/12/2021,$65.75,N/A,$65.75,$65.75,$65.75
10/11/2021,$65.75,2173,$66.56,$66.56,$65.03
10/08/2021,$64.94,N/A,$64.94,$64.94,$64.94
10/07/2021,$64.94,540,$64.94,$64.94,$64.94
10/06/2021,$66.6725,3473,$64.97,$66.6725,$64.97
10/05/2021,$68.78,144,$68.78,$68.78,$68.78
10/04/2021,$67.7414,417,$67.7414,$67.7414,$67.7414
10/01/2021,$68.9418,N/A,$68.9418,$68.9418,$68.9418
09/30/2021,$68.9418,N/A,$68.9418,$68.9418,$68.9418
09/29/2021,$68.9418,3149,$68.9418,$68.9418,$68.9418
09/28/2021,$68.9691,4777,$68.9691,$68.9691,$68.9691
09/27/2021,$67.80,N/A,$67.80,$67.80,$67.80
09/24/2021,$67.80,187,$67.80,$67.80,$67.80
09/23/2021,$69.9819,3501,$69.05,$69.9819,$69.05
09/22/2021,$70.3044,117,$70.3044,$70.3044,$70.3044
09/21/2021,$69.9083,N/A,$69.9083,$69.9083,$69.9083
09/20/2021,$69.9083,N/A,$69.9083,$69.9083,$69.9083
09/17/2021,$69.9083,589,$69.9083,$69.9083,$69.9083
09/16/2021,$69.80,2267,$69.80,$69.80,$69.80
09/15/2021,$69.59,683,$69.67,$69.67,$69.59
09/14/2021,$70.8238,2339,$69.92,$70.8238,$69.92
09/13/2021,$69.33,N/A,$69.33,$69.33,$69.33
09/10/2021,$69.33,1912,$70.332,$70.332,$69.29
09/09/2021,$70.56,2878,$70.06,$70.56,$70.06
09/08/2021,$71.93,N/A,$71.93,$71.93,$71.93
09/07/2021,$71.93,N/A,$71.93,$71.93,$71.93
09/03/2021,$71.93,374,$72.90,$72.90,$71.93
09/02/2021,$72.6507,67044,$72.25,$72.6507,$72.00
09/01/2021,$73.21,3444,$72.39,$73.21,$71.7801
08/31/2021,$73.10,18807,$72.7147,$73.10,$72.7147
08/30/2021,$72.10,737,$72.865,$72.865,$72.10
08/27/2021,$73.00,N/A,$73.00,$73.00,$73.00
08/26/2021,$73.00,1210,$73.92,$73.92,$72.00
08/25/2021,$73.00,108191,$73.1631,$73.1631,$73.00
08/24/2021,$74.0236,6850,$74.0236,$74.0236,$74.0236
08/23/2021,$74.2277,551,$74.2277,$74.2277,$74.2277
08/20/2021,$76.2942,N/A,$76.2942,$76.2942,$76.2942
08/19/2021,$76.2942,N/A,$76.2942,$76.2942,$76.2942
08/18/2021,$76.2942,N/A,$76.2942,$76.2942,$76.2942
08/17/2021,$76.2942,726,$76.2942,$76.2942,$76.2942
08/16/2021,$78.00,220,$78.00,$78.00,$78.00
08/13/2021,$76.0079,25300,$75.75,$76.75,$75.75
08/12/2021,$74.50,N/A,$74.50,$74.50,$74.50
08/11/2021,$74.50,6111,$74.50,$74.50,$74.50
08/10/2021,$74.2039,40019,$74.2039,$74.2039,$74.2039
08/09/2021,$73.7358,168,$73.7358,$73.7358,$73.7358
08/06/2021,$74.0742,3685,$71.29,$74.0742,$71.29
08/05/2021,$75.2646,442,$75.2646,$75.2646,$75.2646
08/04/2021,$74.9906,2448,$74.6246,$75.0269,$74.6246
08/03/2021,$74.00,2042,$73.24,$75.5016,$73.24
08/02/2021,$73.5482,N/A,$73.5482,$73.5482,$73.5482
07/30/2021,$73.5482,542,$71.59,$73.5482,$71.09
07/29/2021,$67.40,N/A,$67.40,$67.40,$67.40
07/28/2021,$67.40,3723,$67.3546,$67.40,$67.3546
07/27/2021,$68.146,218,$68.146,$68.146,$68.146
07/26/2021,$67.40,1430,$67.40,$67.40,$67.40
07/23/2021,$67.39,463,$68.123,$68.123,$67.39
07/22/2021,$69.3148,N/A,$69.3148,$69.3148,$69.3148
07/21/2021,$69.3148,N/A,$69.3148,$69.3148,$69.3148
07/20/2021,$69.3148,317,$69.3148,$69.3148,$69.3148
07/19/2021,$68.8977,895,$68.6549,$68.8977,$68.6549
07/16/2021,$69.7916,N/A,$69.7916,$69.7916,$69.7916
07/15/2021,$69.7916,1015,$69.9753,$69.9753,$69.09
07/14/2021,$70.0175,246,$70.0175,$70.0175,$70.0175
07/13/2021,$71.6003,N/A,$71.6003,$71.6003,$71.6003
07/12/2021,$71.6003,N/A,$71.6003,$71.6003,$71.6003
07/09/2021,$71.6003,N/A,$71.6003,$71.6003,$71.6003
07/08/2021,$71.6003,N/A,$71.6003,$71.6003,$71.6003
07/07/2021,$71.6003,471,$71.6003,$71.6003,$71.6003
07/06/2021,$71.6151,380,$71.6151,$71.6151,$71.6151
07/02/2021,$71.39,N/A,$71.39,$71.39,$71.39
07/01/2021,$71.39,1917,$71.166,$71.39,$71.00
06/30/2021,$69.00,N/A,$69.00,$69.00,$69.00
06/29/2021,$69.00,N/A,$69.00,$69.00,$69.00
06/28/2021,$69.00,2658,$70.00,$70.00,$69.00
06/25/2021,$69.4196,1125,$68.74,$69.4196,$68.74
